Program ISN,﻿Program #,Task,Name,Table #,Table Name
356,,".1.3.1","Analyse posities",Comp.,"D6.MUNTSOORTEN"
356,,".1.2","Positiemutaties stukken",1,"BELEGGINGSINSTRUMENT"
356,,".1.9.1","FondsMuntKrs",Comp.,"D6.MUNTSOORTEN"
356,,".1.8","getBenchmark",70,"MEM_BENCHMARK_RESULTS"
356,,".1","AccountSelection",69,"RESTITUTION_PER_FUND"
356,,".1","AccountSelection",Comp.,"D6.MUNTSOORTEN"
356,,".1.1","Positiemutaties geld",1,"BELEGGINGSINSTRUMENT"
356,,".1","AccountSelection",Comp.,"D5.CLIENTEN"
