Program ISN,﻿Program #,Task,Name,Type
41,,".1.4.3","Bijwerken Clienten","Sort"
71,,".1","Init rekeninggegevens","Range : CJ=0"
71,,"","INV-Instellingen IPS/Rekening","Sort"
81,,".1","Loop Transacties","Sort"
86,,".1.2","Verwerkingsrapport afdrukken","Sort"
125,,".1.5.3.3","Achterstanden","Sort"
160,,".3.1.1.2","Beginsaldo Stukken","Sort"
160,,".3.1.1","Doorloop VIA_DETAIL","Sort"
1979711706,,".1.5.3.3","Achterstanden","Sort"
