Help #,Help Name,
2704,"HEL002 - MNU Export HelpRegis",
2705,"IM068 - STAM-UserID",
2706,"IM070 - Herberek kostprijs EIB",
2707,"KD015 - INV-Intermediair Prv",
2708,"KD016 - INV-Bewindvoerdersloon",
2709,"LO002 - INV-Opstartest Instell",
2710,"MA015 - STAM-Margin (Algemeen)",
2711,"OA002 - OA-STAM-Instellingen",
2712,"OA003 - STAM-InstellingenTraje",
2713,"OA004 - Instelling verzamelord",
2714,"OA005 - STAM-KoersAfwijkingsGr",
2715,"OA006 - STAM-Autorisatiecodes",
2716,"OA017 - CTCI/AEB S6",
2717,"OA077 - INV-Orders",
2718,"OA099 - FundSettle/Vestima S10",
2719,"OA101 - INV-Aanmaken autcodes",
2720,"OA104 - INV-Inst. tradecopy",
2721,"OA109 - STAM-TegenpartijInstrC",
2722,"OA110 - Automat. Ordertekst",
2723,"OA111 - Parameters",
2724,"OA113 - SUB-FBS TrajectInstel",
2725,"PM058 - STAM-Instellingen",
2726,"PM088 - POM-Instellingen",
2727,"PM096 - STAM-Stand. belepro",
2728,"PM115 - MNU-Instel HTMLEx best",
2729,"PP001 - RENS_Instellingen",
2730,"PP028 - INV-Instel Bewaarlo",
2731,"PP047 - MNU-Inst TellingBeurs",
2732,"PP049 - MNU-Instelling RC Rent",
2733,"AB013 - STAM-Printers",
2734,"AB014 - Kopieren van bestaand",
2735,"RB099 - INV-Inst.NAW Fircosoft",
2736,"RB115 - INV-Instel Rep Client",
2737,"RB123 - INV-Instel.Rel-/reknrs",
2738,"RB129 - INV-Webuser default",
2739,"RB147 - STAM-IBAN instel",
2740,"RC0001 - INV-Inst Wholsale rec",
2741,"RC020 - MNU-Instel Trade Recon",
2742,"RC021 - INVInst RLQ SettlemenT",
2743,"RC022 - INV-Inst RLQ Recon",
2744,"SE001 - Instellingen Settlemen",
2745,"TA007 - EB_Aantallen transa",
2746,"TA008 - INV-Transacties",
2747,"TA036 - INV-Instell. Clearing",
2748,"TA037- lNV- Instell. Aut Assig",
2749,"TA052 - Algemeen S1",
2750,"TA068 - INV_Inst.Evenw.adm.Gld",
2751,"TA069 - MNU-C21 derivaten",
2752,"TA079 - INV-Prijs nul deplicht",
2753,"TA082 - STAM-Geplofte Turbo's",
2754,"TA085 - INV-Instel. MiFID Rap.",
2755,"VS020 - INV-VASCO Instellingen",
2756,"WF001 - INV-Fonds Informatie",
2757,"WF002 - Eurofront Algemeen",
2758,"TA093 - Storno Controle",
2759,"EP046 - Accounting Exports",
2760,"PM120- Instel.Modelport.upload",
2761,"PP050 - MNU-Instelling DNB",
2762,"RB250 - Rekening beëindigen",
2763,"EP047 - Toegestane karakters",
2764,"RB215 - Inst.Export Klant/Int.",
2765,"OA117 - Externe validatie",
2766,"AB008 - PDF Instellingen",
2767,"GA081 - ADP Instellingen",
2768,"BG075 - Profielcheck",
2769,"PM047 - Vervalkalender FX-cont",
2770,"AB009- Inst.XML queue verwerk",
2771,"TA097 - Alg transactie inst.",
2772,"GA084 - Inst.AanmeldenEquens",
2773,"OA131 - MT300 Berichtstand",
2774,"GA088 - INV-Betalingsberichten",
2775,"GA089 - INV-Bet.ber. Formaat",
2776,"GA090 - INV-Bet.ber. Berichten",
2777,"GA091 - INV-Bet.ber. Details",
2778,"GA092 - INV-Bet.ber. Tussenrel",
2779,"GA093 - WIN-PID ProcesIDs",
2780,"BS014 - MNU-Instellingen",
2781,"RB254 - MNU-KoppPrintPrintkenm",
2782,"GA099 - WIN-Betalingen_Status",
2783,"MO022 - MNU-Instellingen",
2784,"WF003 - Clientgrp/Prod/Formsrt",
2785,"ALG006 - Zoeken gegevens",
2786,"FI026 - Instellingen datavendo",
2787,"FB096 - Instellingen fondsbehe",
2788,"WF005 - Geheime vraag",
2789,"AB015 - Verwijder printer",
2790,"RB269 - Instellingen Export NA",
2791,"RB270 - Instellingen NAW Black",
2792,"RB271 - Instellingen aanmeldpr",
2793,"RB272 - Menu systeemgegevens",
2794,"RB273 - Aanpassen gemiddelde k",
2795,"EP065 - Onderhoud instellingen",
2796,"PM175 - Onderhoud instellingen",
2797,"FA019 - Instellingen Assetmix",
2798,"GA113 - Onderhoud Instellingen",
2799,"DA027 - Onderhoud Grootboekbat",
2800,"DA029 - Reset dagafschriftnumm",
2801,"DA028 - Zetten journalisering",
2802,"SE060 - Onderhoud instellingen",
2803,"SE061 - Instellingen Genereren",
2804,"PP128 - Onderhoud instellingen",
2805,"PP129 - Instellingen afkoopsom",
2806,"PP130 - DRA-Instellingen",
2807,"PP131 - Instellingen Renseigne",
2808,"FB113 - Onderhoud Instellingen",
2809,"FB114 - Instellingen Import Ra",
2810,"MI002 - Onderhoud systeemgegev",
2811,"MI003 - Instellingen Zwaarste",
2812,"AM024 - Inloggen blokkeren",
2813,"GA115 - Systeeminstellingen SW",
2814,"FI032 - Kopieslag Last BV-BG",
2815,"EP069 - Instellingen AVA",
2816,"WF006-Instellingen Orderadmin",
2817,"WF007-Instellingen CA",
2818,"WF008-Instellingen Email wijzi",
2819,"EP008-Instellingen Email wijzi",
2820,"EP074-Instellingen BSP Rapport",
2821,"IM086 - Onderhoud UserId's",
2822,"PP132 - Instellingen FJO",
2823,"RB319 - Instel. Conceptwissel",
2824,"GA125 - Instel. Schoningstijd",
2825,"GA126 - Instellin. Reactietijd",
2826,"WF009- Tonen Rendement Rendeme",
2827,"AM025 - Onderhoud supervisorww",
2828,"AM026 - Onderhoud pincode",
2829,"C1061 - Instel. Win. printers",
2830,"EB001 - Generieke instellingen",
2831,"RB337 - Instellingen 4-ogen",
2832,"DB002 - MNU-passwordMaintenanc",
2833,"DB003 - Password details",
2834,"DB004 - Toevoegen schema",
2835,"EM001 - View Mailbox",
2836,"EM002 - View Mailbox records",
2837,"EM004 - Watchdog",
2838,"EM005 - Query SID Users",
2839,"HELAAS -Geen Help Gedefinieerd",
2840,"ALG006 - Zoeken(F5)",
2841,"EP001 - Uitvoeren kalenderacti",
2842,"EP002 - Overzicht kalenderacti",
2843,"EP004 - Verval kalenderacties",
2844,"EP005 - Genereren overrule act",
2845,"EP015 - Produktconversie",
2846,"EP017 - Productconversie en fr",
2847,"EP024 - Stockdiv/claims toeken",
2848,"EP026 - Stockdiv/claims aankop",
2849,"EP032 - Provisie per adviseur",
2850,"EP034 - Jaarlijkse Depotstaat",
2851,"EP035 - Uitvoeren Kalenderacti",
2852,"EP036 - Verw klaargezet kalact",
2853,"EP038 - Produktconversie",
2854,"EP039 - Ondh Productconv",
2855,"EP040 - Ondh Prodconvsoorten",
2856,"EP042 - Provisie en Rapportage",
2857,"EP043 - MNU-Beheer CA",
2858,"EP044 - MNU-IS/Financial Accou",
2859,"EP045 - MNU-IS/Management Acco",
2860,"EP048 - RAPP onbekend tegenrek",
2861,"EP049 - RAPS-hist omzetgegeven",
2862,"EP050 - RAPS-omzet adviseur",
2863,"EP051 - RAPS-omzet boekingscat",
2864,"EP052 - RAPS-HistorischOverzic",
2865,"EP053 - INV-Openstaande Posten",
2866,"EP054 - RAPS-Relatie(In)Actief",
2867,"EP055 - INV-Geldmutaties/mutat",
2868,"EP056 - KAL-Invoer Instructies",
2869,"EP057 - INV -Controlelijst DNB",
2870,"EP058 - INV-Overboekingen stuk",
2871,"EP059 - DISP_Produktconversie",
2872,"EP060 - STAM_CorrigeerStatus P",
2873,"EP061 - DISP_Produktconversies",
2874,"EP062 - RAPP_Produktconversies",
2875,"EP063 - VERW_Produktconversies",
2876,"EP064 - INV-Voorgef. Dividendb",
2877,"EP066 - STAM-CA AVA Selectie",
2878,"EP067 - STAM-CA AVA Detail",
2879,"EP068 - INV-Aanmelden CA AVA",
2880,"EP070 - INV-Registreren CA AVA",
2881,"EP071 - RAPP-Produkt conversie",
2882,"EP072 - INV-Export GeopendeRek",
2883,"EP073 - INV-Export RekGeldopna",
2884,"EP075 - MNU-Export RekRenteher",
2885,"EP076 - MNU-Export EindigendeR",
2886,"EP077 - MNU-Export WijzFiscInd",
2887,"EP078 - MNU-Export AflopendeAg",
2888,"EP079 - MNU-Export VerzOutput",
2889,"EP080 - MNU-WijzigingFiscCont",
2890,"EP081 - MNU-ActBanksprRek",
2891,"EP082 - Verwerk Klaargezet PCN",
2892,"EP083 - CA STP Kopieslag",
2893,"EP084 - CA STP Verwerken",
2894,"EP085 - CA STP Monitor",
2895,"HELAAS - Geen Help Beschikbaar",
2896,"EU001 - Instellingen conversie",
2897,"EU002 - Invoer Conversiefonds",
2898,"EU003 - Conv. Fonds Default",
2899,"EU004 - Conv. beleggingsfonds",
2900,"EU005 - Conv. Product/Modelp",
2901,"EU006 - Transactie status Null",
2902,"EU007 - Conversie Adviseur2",
2903,"EU008-Correctie tegenboekingen",
2904,"EU009 - Aanpassen Gem.Kostpr.",
2905,"EU010 - Vergoed.CL --> REK",
2906,"EU011 - Rapport Cor Rebalances",
2907,"EU012 - Blokkeren Helmantelpos",
2908,"EU013 - HoldersOnlineDossier",
2909,"EU014 - Aanmaken IBAN",
2910,"EU015 - Aanmaken openst. post",
2911,"EU016 - Vul gegevens Holders",
2912,"EU017 - Ticksizetabel Vullen",
2913,"EU018 - Conv.Adviseurs/Interm.",
2914,"EU019 - Reset Locks",
2915,"EU020 - Verwijderen blokkade",
2916,"EU021 - Vul Serviceprofiel",
2917,"ALG006 - Zoeken gegevens",
2918,"EU022 - Vul Product Spaarvorm",
2919,"EU023 - INV-Mon. sec.-File",
2920,"EU024 - DISP-Inlezen d./l.",
2921,"EU025 - MNU-Verwken d./l.",
2922,"EU026 - MNU-Simulatie BKR",
2923,"EU027 - UTIL-4decimalen EUR na",
2924,"EU028 - INV-Vullen Serviceprof",
2925,"EU030 -TestCorrectie Trans-Inc",
2926,"EU031 - INV-Rapport Corr Inves",
2927,"EU032 - INV-Rapport Onv Rebala",
2928,"EU033 - INV-Bereken Effectief",
2929,"EU034 - MNU-ONDERHOUD FUNCTION",
2930,"EU035 - MNU-Herstellen rode tr",
2931,"EU036 - Check Owner tabellen",
2932,"EU037 - MNU-Chck.Mutatiecode",
2933,"EU038 - Aanvull BBAN uit IBAN",
2934,"EU039 - Aanvullen BIC uit IBAN",
2935,"EU040 - Export Externe IBAN",
2936,"EU041 - Verwerken NVB",
2937,"EU042 - ControlRek.Ext.Gebruik",
2938,"EU043 - Foute IBAN wissen",
2939,"EU044- MNU-Herstellen FouteTra",
2940,"EU045- MNU-Conversie ING rek",
2941,"EU047- Conversie Nationaliteit",
2942,"EU048- VulJmsPushqueRoutingSli",
2943,"HELAAS - Geen Help Beschikbaar",
2944,"FA004 - Grootboekbatches",
2945,"FA005 - Verwerk grootboekbatch",
2946,"FA006 -Wijzig status grootboek",
2947,"FA007 - Verwijder Grootbkbatc",
2948,"FA008 - Overzicht Grootbkbatch",
2949,"FA009 - Aanmaken Dimensies",
2950,"FA010 - Verstuur Grootbkbatch",
2951,"FA018 - Rap.Financiële boeking",
2952,"HELAAS -Geen help gedefinieerd",
2953,"FB001 - Beleggingsinstrument",
2954,"FB002 - Aandelen / Indices",
2955,"FB003 - INFO Vul omschrijving",
2956,"FB004 - INFO Vul coderingen",
2957,"FB005 - INFO Uitkeringsdetail",
2958,"FB006 - Dividend aankondiging",
2959,"FB008 - SUB-Extra fondsgeg.OAS",
2960,"FB009 - Obligaties",
2961,"FB010 - INFO Rente gegevens",
2962,"FB012 - Schema genereren",
2963,"FB013 - INFO Coupongegeven",
2964,"FB014 - INFO Aflossingen",
2965,"FB015 - Opties (niet-index)",
2966,"FB016 - Futures",
2967,"FB017 - Claim Stock. Warr.",
2968,"FB018 - INFO Vul info claims",
2969,"FB019 - Inlezen correcties",
2970,"FB020 - Produktcorrecties",
2971,"FB021 - Ophalen defaultwaarden",
2972,"FB022 - Tabel Coupures",
2973,"FB023 - Beleggingsinstrument",
2974,"FB024 - Wholesalegrenzen",
2975,"FB025 - Koerscodes per Fonds",
2976,"FB026 - Coupon vervallijst",
2977,"FB027 - SUB-FR Coderingen",
2978,"FB028 - Defaults-Bel.inst.",
2979,"FB028 - Rap Defaults-Bel.inst.",
2980,"FB029 - Aandelen/Edelmatelen",
2981,"FB030 - Obligaties",
2982,"FB031 - Standaardwaarden Optie",
2983,"FB032 - Futures",
2984,"FB033 - Claims/Stocks/Warrants",
2985,"FB034 - RAPP-Fondscode",
2986,"FB035 - Index-opties",
2987,"FB036 - CorrectieFondstype",
2988,"FB037 - Vervallijst Aflossing",
2989,"FB038 - FondsenZonderKoersen",
2990,"FB039 - Koersen fondsen",
2991,"FB048 - Rapport Koersen",
2992,"FB049 - Dividend/Coupons",
2993,"FB053 - Dispkoers historische",
2994,"FB054 - Import Koerscodes",
2995,"FB056 - INFO Belastingdienst",
2996,"FB057 - INFO Dividendgegevens",
2997,"FB058 - Import Ratings",
2998,"FB059 - INFO Coderingen Meer",
2999,"FB060 - INFO Coderingen BGS",
3000,"FB061 - Genereren opties MiFID",
3001,"FB063 - Afwjikende Bewaarplts",
3002,"FB064 - INFO Vergoedingen",
3003,"FB065 - WIN-SecurityGroepen",
3004,"FB066 - STAM-Handelsfase",
3005,"FB067 - STAM-Fondsstatus",
3006,"FB068 - WIN-Fondsstatus",
3007,"FB069 - WIN-Handelsfase",
3008,"FB070 - Raadplegen Gegevens",
3009,"FB071 - Verwijderen Gegevens",
3010,"FB072 - Rapportage Gegevens",
3011,"FB073 - Converteren Gegevens",
3012,"FB074 - Fondsclassicatie",
3013,"FB075 - Vestima fondsen",
3014,"FB076 - Gewijz Beleggingsinstr",
3015,"FB077 - Display Koersen",
3016,"FB078 - RAPP Koersen",
3017,"FB079 - Verwijderen Koersen",
3018,"FB080 - Display Coupures",
3019,"FB081 - Overzicht Coupures",
3020,"FB082 - RAPP-Defaults-Bel.inst",
3021,"FB083 - RAPP-SecurityGroepen",
3022,"FB084 - Verwij-SecurityGroepen",
3023,"FB085 - CONV-SecurityGroepen",
3024,"FB086 - DISP-HandelsfaseOmschr",
3025,"FB087 - RAPP-HandelsfaseOmschr",
3026,"FB088 - VERW-HandelsfaseOmschr",
3027,"FB089 - DISP-Handelsfase",
3028,"FB090 - DISP-FondsstatusOmschr",
3029,"FB091 - RAPP-FondsstatusOmschr",
3030,"FB092 - VERW-FondsstatusOmschr",
3031,"FB093 - DISP-Fondsstatus",
3032,"FB094 - OND-Ordersoort NSC Han",
3033,"FB095 - DISP-Ordersoort NSC Ha",
3034,"FB097 - RAPP-QI-rapportage",
3035,"FB098 - INV-Export QI-rapporta",
3036,"FB099 - VERW-QI-rapportage",
3037,"FB100 - VERW-Koerscodes",
3038,"FB101 - Afwijkende Bewaarplts",
3039,"FB102 - Overige Coderingen",
3040,"FB103 - Overige obligaties",
3041,"FB104 - Onderhoud fractie fond",
3042,"FB105 - Verw. beleggingsinstr.",
3043,"FB106 - Reuters",
3044,"FB107 - ESRR-Fondsen",
3045,"FB108 - Fondsstatus Euronext",
3046,"FB109 - Keuzedividend",
3047,"FB110 - Muteren Coupondatums",
3048,"FB111 - Ordersoort NSC",
3049,"FB112 - Win Bestandsnamen",
3050,"FB113 - INFO Cut-off",
3051,"FB114 - Mandjes",
3052,"FB115 - Mandjes Ond. Waarden",
3053,"FB116- Herkomst koersen",
3054,"FB117- Duration",
3055,"HELAAS -Geen Help Beschikbaar",
3056,"FI005 - fondssel_optie_Instell",
3057,"FI006 - Fondsselectie",
3058,"FI007 - Aanmaken Selectiefile",
3059,"FI008 - Aanvragen Financiele",
3060,"FI009 - Verwerken Financiele",
3061,"FI010 - Cashdividenden",
3062,"FI011 - Subbestanden",
3063,"FI012 - Verwijderen cashdivid",
3064,"FI013 - Aanmaken Successiekoe",
3065,"FI017 - Cashberichten",
3066,"FI018 - Toon bestanden corp.",
3067,"FI019 - Fondsel. per akt.pos.",
3068,"FI020 - Verwerken Optieseries",
3069,"FI021 -Overz. verw. datavendor",
3070,"FI023 - INV-Aanm. CA Voorblad",
3071,"FI024 - INV-Aanm. CA Signaalli",
3072,"FI025 - MNU-Verwerk CA Bericht",
3073,"FI027 - Verwerken Struct. prod",
3074,"FI028 - Verwerken Extra info",
3075,"FI029 - Inlzn Muntsrtn(OPICS)",
3076,"FI030 - INV-Aanm.TurboVoorblad",
3077,"FI031 - INV-Kopieslag LastBVBG",
3078,"HELAAS - Geen Help Beschikbaar",
3079,"GA002 - SUB-InvoerDetailregel",
3080,"GA003 - Concept verslag batch",
3081,"GA004 - Definitief verslag bat",
3082,"GA007 - Overzicht geldbatches",
3083,"GA013 - Onderhoud bet.Opdr.",
3084,"GA014 - IGS Verwerken batch",
3085,"GA015 - IGS Exporteren batc",
3086,"GA016 - IGS Verwijderen bat",
3087,"GA017 - Overzicht_IGS_batches",
3088,"GA018 - Details Uitg. batch",
3089,"GA019 - Interpay Boekuit.",
3090,"GA020 - IGS Boekuit.disp.ov",
3091,"GA021 - Vereveningsdatum",
3092,"GA022 -  Interpay Boekingsui",
3093,"GA023 - IGS Boekuit. verwer",
3094,"GA024 - Aanvullende informatie",
3095,"GA025 - BGC-Boekingsuitvoer",
3096,"GA026 - Overige gegevens",
3097,"GA028 - Onderhoud gegevens",
3098,"GA029 - Interpay_rek_gegs_Menu",
3099,"GA030 - Interpay rekeningen",
3100,"GA031 - Zet status IGS-rekenng",
3101,"GA032 - Aanmaken IGS-rekening",
3102,"GA033 - IGS NAW mutaties",
3103,"GA034 - Vergelijk IGS-EP rek",
3104,"GA035 - Interpay rek. stat.",
3105,"GA036 - Kosten",
3106,"GA037 - IGS aanvul.inf_HLP S11",
3107,"GA038 - Periodieke betalinge",
3108,"GA039 - Periodieke_betalingen",
3109,"GA040 - Periodieke betalinge",
3110,"GA041 - Verwijder Period.bet.",
3111,"GA042 - Genereren betalingsop",
3112,"GA043 - Per. betaling",
3113,"GA045 - FiatteringLogboek",
3114,"GA047 - Periodieke betaling",
3115,"GA048 - ClieOp Credit. Betali",
3116,"GA049 - Export ClieOp Betalin",
3117,"GA052 - VerwInfo 4.1 import",
3118,"GA056 - Betalingsopdrachten",
3119,"GA058 - Verwerken stortingen",
3120,"GA059 - Overzicht BEW storting",
3121,"GA060 - Verwerken berichten",
3122,"GA062 - BGS Rapportage BETV",
3123,"GA063 - Rapportage BEW",
3124,"GA064 - Instelling bestemming",
3125,"GA065 - Instelling bestemming",
3126,"GA066 - Koppelingen TTIC",
3127,"GA067 - Koppelingen TTIC",
3128,"GA068 - Export naar MT940",
3129,"GA069 - Verwerk BGS-opdracht",
3130,"GA070 - Rapp.Verwerk Bet.Opdr.",
3131,"GA071 - Selectie geldbatchcode",
3132,"GA072 - WWW betalingen Schonen",
3133,"GA073 - Verw.Storting/Sel.Stor",
3134,"GA074 - Verw.Storting/Sel.Inca",
3135,"GA075 - Verw.Storting/IncaDet.",
3136,"GA076 - EXP FTP Interpay-best.",
3137,"GA077 - INV Wijzig status inca",
3138,"GA078 - ADP Export",
3139,"GA079 - ADP Import",
3140,"GA080 - ADP Verwerking Import",
3141,"KD011 - Storting Interm.-clie",
3142,"GA082 - Stort.Interm.Cl./Det.",
3143,"GA083 - Rapp.Stort.onb.teg.rek",
3144,"GA085 - Rapport Externe Rek.",
3145,"GA086 - Vooraanmelden Equens",
3146,"GA087 - Raadplegen per. uitker",
3147,"GA094 - Aanm. aanvraag tenaam",
3148,"GA095 - Verw. tenaamstellingbe",
3149,"GA096 - Rapp. tenaamstellingbe",
3150,"GA097 - WW betalingen verwijde",
3151,"GA098 - Beheren Equens Bet.Opd",
3152,"GA099 - Zit in EP+ Beheer",
3153,"GA100 - Inv. Uitg. Bet.Ber.",
3154,"GA101 - Overz. Uitg. Bet.Ber.",
3155,"GA102 - Aanm. Uitg. Bet.Ber.",
3156,"GA103 - Select. Uitg. Bet.Ber.",
3157,"GA104 - Rapp. Bet.Berichten",
3158,"GA105 - Verw. Bet. en Reacties",
3159,"GA106 - Schonen betalingsber.",
3160,"GA107 - Handm. Verw. BB/Monito",
3161,"GA108 - Handmatige verwerking",
3162,"GA109 - Statusverloop",
3163,"GA110 - Details reactie",
3164,"GA111 - Actie op bericht",
3165,"GA112 - Export incasso's",
3166,"GA114 - Relaties per nota",
3167,"GA116 - Overzicht geldbatches",
3168,"GA117 - Raadplegen per. uitk.",
3169,"GA118 - Dubbele invoer",
3170,"GA119 - Aanm.Btch.Betalingsber",
3171,"GA120 - INV-Per. betaling",
3172,"GA121 - SEPA betaling",
3173,"GA122 - Display_Periodieke_bet",
3174,"GA123 - GA_Disp SEPA Betaling",
3175,"GA124 - Output fisc. controles",
3176,"GA127 - Maak Incasso Trans.",
3177,"GA128 - Aanm. Direct Debit IN",
3178,"GA129 - Aanm. DD IN Periodiek",
3179,"GA130- STAM Mandaten",
3180,"GA131- STAM Mandaten-detail",
3181,"GA132- STAM Mandaten-select",
3182,"GA133- STAM Mandaten-credit",
3183,"GA134-Herberekenen jaartotalen",
3184,"GA136-SWIFT Details",
3185,"GA137-INV-Swift-berichten",
3186,"GA139-INV-InlezenBulkSEPABetal",
3187,"HELAAS - HELP NIET BEKEND",
3188,"I1001 - Piramidebestand",
3189,"I1002 - InlezenPiramidebestand",
3190,"I1003 - -Runnnummer",
3191,"I1004 - Schonen bestanden",
3192,"I1005 - PositiesOldMutual",
3193,"I1006 - RoyalSkandiaHarvest",
3194,"I1007 - InstPositieoverzichten",
3195,"I1008 - Stematch",
3196,"I1009 - INV-RoyalSkandiaHarves",
3197,"I1010 - MNU -Import Geldbatch-",
3198,"I1011 - Instellingen Geldbatch",
3199,"HELAAS - Geen Help Beschikbaar",
3200,"I2001 - Imprt Externe Rekening",
3201,"I2002 - Instelling Interfaces",
3202,"I2003 - Instell IF Algemeen",
3203,"I2004 - Instell IF Spec. B005",
3204,"I2005 - Instell IF Spec. Rest",
3205,"I2006 - Koppeling extern prod.",
3206,"I2007 - Koppeling extern Titel",
3207,"I2008 - Onderhoud Conversiegeg",
3208,"I2009 - Onderhoud Conv.Types",
3209,"I0210 - Onderhoud Conv.Velden",
3210,"I2011 - Onderhoud Conv.Waarden",
3211,"I2012 - Berichtsoorten",
3212,"I2013 - Export_Import Files",
3213,"I2014 - Onderhoud Berichten",
3214,"I2015 - Ond. Berichten Header",
3215,"I2016 - Ond. Berichten Detail",
3216,"I2017 - Verwerk Maken Interfcs",
3217,"I2018 - Handmatig accepteren",
3218,"I2019 - Verwijderen berichten",
3219,"I2020 -  Browse IKV_CMG_INTER",
3220,"I2021 - Export Incasso",
3221,"I2022 - GHF Inlezen",
3222,"I2023 - GHF Verrijken",
3223,"I2024 - GHF Muteren",
3224,"I2025 - GHF Exporteren",
3225,"I2026 - Hist. FundationInlezen",
3226,"I2027 - Univer. IF Verwerken",
3227,"I2028 - Aanp.Verwerkingsstatus",
3228,"I2029 - Aanp. Status-detail",
3229,"I2030 - Lees Gldbtch Helmantel",
3230,"I2031  - Import/Mutatie Tabel",
3231,"I2033  - MNU-Onderhoud Instell",
3232,"I2034  - MNU-Import Vestima fo",
3233,"I2035  - Export ReALM",
3234,"I2036 - Verwerken Aanv.Rek.",
3235,"I2037 - Export FHYP mutovz bel",
3236,"I2038 - Aanmaken FHYP Provisie",
3237,"I2039 - Export FHYP maandoverz",
3238,"I2040 - Export FHYP Provisieop",
3239,"I2041 - Export FHYP mutovz spr",
3240,"I2042 - FHYP DPRS berekenen",
3241,"I2043 - FHYP DPRS aanmaken MA",
3242,"I2044 - FHYP DPRS Aanlev. NN",
3243,"I2045 - FHYP Verpande Prod",
3244,"I2046 - FHYP TP Beleggen",
3245,"I2047 - FHYP TP Sparen",
3246,"I2048 - Verwerken Werkgevers",
3247,"I2049 - MNU- Import IKV/CMG-Be",
3248,"I2050 - MNU- Rapport IKV/CMG-B",
3249,"I2051 - MNU-Verwerken Bestand",
3250,"I2052 - MNU-Onderhoud VervangS",
3251,"I2053 - MNU-Import Geldbatch-B",
3252,"I2054 - MNU-Import/Verwerk Rek",
3253,"I2055 - MNU-Rapportage Externe",
3254,"I2056 - INV-Export Extern IBAN",
3255,"I6001 - Lees PIM",
3256,"I6002 - Controle bestanden",
3257,"I6003 - Verwerken bestanden",
3258,"i6004 - Bijwerk EP vanuit PIM",
3259,"i6005 - PIM-Sessies",
3260,"i6006 - Foutmeldingen",
3261,"i6007 - Foutmeldingen",
3262,"i6008 - Onderhoud Mappings PIM",
3263,"i6009 - Onderhoud Instellingen",
3264,"i6010 - Aanmaken EP+klant",
3265,"i6011 - Instellingen QI-export",
3266,"i6012 - Instelling IPS export",
3267,"I6013 - Instel. IPS rekening",
3268,"I6014 - Export naar IPS",
3269,"I6015 - Export QI-bestand",
3270,"I6016 - Bijwerk PIM vanuit EP",
3271,"I6017 - Valuta Wisselkoersen",
3272,"I6018 - Val Wisselkrs inlezen",
3273,"I6019 - Val Wisselkrs schonen",
3274,"I6020 - Instellingen Fidessa",
3275,"I6021 - Inlezen Fidessa",
3276,"I6022 - Schonen Fidessa",
3277,"I6023 - Opschonen PIM-Schaduw",
3278,"I6024 - Instellingen Vortex",
3279,"I6025 - Vortex Export",
3280,"I6026 - Inlezen Segmentcodes",
3281,"I6027 - Export Belegginstrumen",
3282,"I6028 - Instell. exp. belegg.",
3283,"I6029 - Export hypotheken inst",
3284,"I6030 - Exp. hypo. achterstand",
3285,"I6031 - Exp. hypo. waardeopbw",
3286,"I6032 - Exp. hypotheken nieuwe",
3287,"I6033 - Exp. Hypotheekproducte",
3288,"I6034 - Mark. niet geëxp trans",
3289,"I6035 - Rapp. niet geëxp trans",
3290,"I6036 - SendProdOwnership",
3291,"I6037 - ExportProdOwnership",
3292,"I6038 - SelecteerProductState",
3293,"I6039- MaintainProductState",
3294,"I6040 - VerwProductState",
3295,"I6041- InstelExpOrderUitvoer",
3296,"I6042 - InstelExpOpenstaandPst",
3297,"I6043 - InvExpOrderUitvoer",
3298,"I6044 - InvExpOpenstaandePst",
3299,"I6045 - InvInstel-VIA-ESRR",
3300,"I6046 - InvVerz.ESRR VIA",
3301,"I6047 - VIA DataWH export",
3302,"I6048 - STAM-Exp bestedingsrui",
3303,"I6049 - VIA Aanmaken DataWH",
3304,"I6050 - INV-Exp bestedingsruim",
3305,"I6051 - INV-Instell. Uitsluiti",
3306,"I6052 - INV-Import Uitsluiting",
3307,"I6053 - DISP-Uitsluiting VIA",
3308,"I6054 - INV-Export Uitsluiting",
3309,"I7001 - Onderhoud Instellingen",
3310,"I7002 - Import Externe Rek.",
3311,"I7003 - Rapport Externe Rek.",
3312,"I7004 - Verwerk NN toegang",
3313,"I7005 - Instelling Interfaces",
3314,"I7006 - Onderhoud Berichten",
3315,"I7007 - Export_Import Files",
3316,"I8001 - Instellingen IDEA Expo",
3317,"I8002 - IDEA Export",
3318,"I8003 - Instellingen NEXUS Exp",
3319,"I8004 - NEXUS Export",
3320,"i8005 - Verwerken NVB",
3321,"i8006 - Instellingen ImpExtRek",
3322,"i8007 - Import Externe Rek",
3323,"i8008 - Instellingen DWH-M",
3324,"i8009 - Export DWH-M Trans",
3325,"i8010 - Instellingen Interface",
3326,"i8011 - Export/Import files",
3327,"i8012 - Export DWH-M Rente",
3328,"i8013- Export DWH-M Fonds",
3329,"i8014 - Export DWH-M Koers",
3330,"I8015 - Ondehoud bercihten",
3331,"i8016 - Verwerk_Aanmaak Interf",
3332,"i8017 - Verwijderen berichten",
3333,"i8018 - Instellingen AKOS Muta",
3334,"i8019 - Uitvoeren adresmutatie",
3335,"i8020 - Uitvoeren e-mail/telmu",
3336,"i8021 - AKOS-Export",
3337,"i8022 - AKOS-Exportinstelling",
3338,"i8023 - AKOS-Rolselectie",
3339,"HELAAS - Geen Help Beschikbaar",
3340,"IG001 - Inst Partij rol",
3341,"IG002 - Inst Product",
3342,"IG003 - Inst Saldi",
3343,"IG004 - Inst BelegInstr",
3344,"IG005 - Inst Transgeg",
